concept_id,code,codetype,descrip
37499837,2359353,PR00,24 HR empagliflozin 25 MG / linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Trijardy]
37499838,2359356,PR00,24 HR empagliflozin 5 MG / linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet
37499839,2359358,PR00,24 HR empagliflozin 5 MG / linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Trijardy]
40003412,370504,PR00,acarbose Oral Tablet
40003413,368300,PR00,acarbose Oral Tablet [Precose]
40030438,371466,PR00,chlorpropamide / metformin Oral Tablet
40044224,378730,PR00,glipizide / metformin Oral Tablet
40044251,372320,PR00,glipizide Oral Tablet
40044252,379803,PR00,glipizide Oral Tablet [Glibenese]
40044253,369500,PR00,glipizide Oral Tablet [Glucotrol]
40044254,379802,PR00,glipizide Oral Tablet [Minidiab]
40046143,374635,PR00,glyburide / metformin Oral Tablet
40046145,372334,PR00,glyburide / phenformin Oral Tablet
40046201,372333,PR00,glyburide Oral Tablet
40046202,379570,PR00,glyburide Oral Tablet [Calabren]
40046203,369562,PR00,glyburide Oral Tablet [Daonil]
40046204,369373,PR00,glyburide Oral Tablet [Diabeta]
40046205,379565,PR00,glyburide Oral Tablet [Diabetamide]
40046206,379559,PR00,glyburide Oral Tablet [Euglucon]
40046207,368204,PR00,glyburide Oral Tablet [Glycron]
40046209,379572,PR00,glyburide Oral Tablet [Libanil]
40046210,379568,PR00,glyburide Oral Tablet [Malix]
40046211,93312,PR00,glyburide Oral Tablet [Micronase]
40046212,369557,PR00,glyburide Oral Tablet [Semi-Daonil]
40051377,378857,PR00,"insulin isophane / insulin, regular, human Injectable Suspension"
40051379,379740,PR00,"insulin isophane / insulin, regular, human Injectable Suspension [Human Mixtard]"
40051382,365679,PR00,"insulin isophane / insulin, regular, human Injectable Suspension [Humulin]"
40051689,365672,PR00,"insulin isophane / insulin, regular, human Injectable Suspension [Novolin]"
40051690,365668,PR00,"insulin isophane / insulin, regular, human Injectable Suspension [Pur-In Mix]"
40052768,376915,PR00,"insulin, regular, human Injectable Solution"
40052769,379747,PR00,"insulin, regular, human Injectable Solution [Human Actrapid Penfill]"
40052770,379744,PR00,"insulin, regular, human Injectable Solution [Human Actrapid]"
40052771,362622,PR00,"insulin, regular, human Injectable Solution [Humulin R]"
40052772,379734,PR00,"insulin, regular, human Injectable Solution [Humulin S]"
40052773,363221,PR00,"insulin, regular, human Injectable Solution [Novolin R]"
40052774,385896,PR00,"insulin, regular, human Injectable Solution [Pur-In Neutral]"
40052775,363120,PR00,"insulin, regular, human Injectable Solution [Velosulin]"
40056705,372926,PR00,miglitol Oral Tablet
40056706,368246,PR00,miglitol Oral Tablet [Glyset]
40059665,372319,PR00,glimepiride Oral Tablet
40059666,367762,PR00,glimepiride Oral Tablet [Amaryl]
40063306,378729,PR00,metformin / rosiglitazone Oral Tablet
40063350,372804,PR00,metformin Extended Release Oral Tablet
40063352,406082,PR00,metformin Oral Solution
40063353,406257,PR00,metformin Oral Solution [Riomet]
40063354,372803,PR00,metformin Oral Tablet
40063355,368526,PR00,metformin Oral Tablet [Glucamet]
40063356,368254,PR00,metformin Oral Tablet [Glucophage]
40063357,361841,PR00,metformin Oral Tablet [Orabet Metformin]
40099632,373801,PR00,rosiglitazone Oral Tablet
40099633,368234,PR00,rosiglitazone Oral Tablet [Avandia]
40099897,374606,PR00,pioglitazone Oral Tablet
40099898,368230,PR00,pioglitazone Oral Tablet [Actos]
40117725,541774,PR00,metformin / ropinirole Oral Tablet
40117785,541768,PR00,metformin Extended Release Oral Tablet [Fortamet]
40126689,577093,PR00,metformin / pioglitazone Oral Tablet
40126695,583194,PR00,metformin Oral Tablet [Metforming]
40129534,602543,PR00,glimepiride / rosiglitazone Oral Tablet
40135391,647236,PR00,glimepiride / pioglitazone Oral Tablet
40135481,647241,PR00,metformin Extended Release Oral Tablet [Glumetza]
40136769,665032,PR00,sitagliptin Oral Tablet
40136770,665035,PR00,sitagliptin Oral Tablet [Januvia]
40136854,669982,PR00,glyburide Oral Tablet [Glyburase]
40139022,700835,PR00,glipizide Extended Release Oral Tablet
40139098,700516,PR00,metformin / sitagliptin Oral Tablet
40143322,731442,PR00,metformin / pioglitazone Oral Tablet [Actoplus Met]
40143966,731462,PR00,glimepiride / pioglitazone Oral Tablet [Duetact]
40146999,757603,PR00,metformin / sitagliptin Oral Tablet [Janumet]
40153147,802742,PR00,metformin / repaglinide Oral Tablet
40153151,802051,PR00,metformin Extended Release Oral Tablet [Glucophage]
40153892,805670,PR00,metformin / repaglinide Oral Tablet [PrandiMet]
40153895,806287,PR00,metformin / rosiglitazone Oral Tablet [Avandamet]
40159519,847186,PR00,"insulin isophane / insulin, regular, human Prefilled Syringe"
40159520,847188,PR00,"insulin isophane / insulin, regular, human Prefilled Syringe [Humulin]"
40159521,847194,PR00,"insulin isophane / insulin, regular, human Prefilled Syringe [Novolin]"
40159688,847202,PR00,"insulin, regular, human Prefilled Syringe"
40159689,847204,PR00,"insulin, regular, human Prefilled Syringe [Novolin R]"
40159908,847707,PR00,glimepiride / rosiglitazone Oral Tablet [Avandaryl]
40160874,849585,PR00,glipizide / metformin Oral Tablet [Metaglip]
40163922,860998,PR00,Osmotic 24 HR metformin hydrochloride 1000 MG Extended Release Oral Tablet [Fortamet]
40163923,861015,PR00,Modified 24 HR metformin hydrochloride 1000 MG Extended Release Oral Tablet [Glumetza]
40163924,860975,PR00,24 HR metformin hydrochloride 500 MG Extended Release Oral Tablet
40163925,861002,PR00,Osmotic 24 HR metformin hydrochloride 500 MG Extended Release Oral Tablet [Fortamet]
40163926,860977,PR00,24 HR metformin hydrochloride 500 MG Extended Release Oral Tablet [Glucophage]
40163927,861018,PR00,Modified 24 HR metformin hydrochloride 500 MG Extended Release Oral Tablet [Glumetza]
40163928,860981,PR00,24 HR metformin hydrochloride 750 MG Extended Release Oral Tablet
40163929,860983,PR00,24 HR metformin hydrochloride 750 MG Extended Release Oral Tablet [Glucophage]
40164880,861024,PR00,metformin hydrochloride 100 MG/ML
40164881,861025,PR00,metformin hydrochloride 100 MG/ML Oral Solution
40164882,861027,PR00,metformin hydrochloride 100 MG/ML Oral Solution [Riomet]
40164883,861026,PR00,metformin hydrochloride 100 MG/ML [Riomet]
40164884,860995,PR00,metformin hydrochloride 1000 MG
40164885,861760,PR00,metformin hydrochloride 1000 MG / rosiglitazone 2 MG Oral Tablet
40164886,861762,PR00,metformin hydrochloride 1000 MG / rosiglitazone 2 MG Oral Tablet [Avandamet]
40164887,861761,PR00,metformin hydrochloride 1000 MG / rosiglitazone 2 MG [Avandamet]
40164888,861763,PR00,metformin hydrochloride 1000 MG / rosiglitazone 4 MG Oral Tablet
40164889,861765,PR00,metformin hydrochloride 1000 MG / rosiglitazone 4 MG Oral Tablet [Avandamet]
40164890,861764,PR00,metformin hydrochloride 1000 MG / rosiglitazone 4 MG [Avandamet]
40164891,861769,PR00,metformin hydrochloride 1000 MG / sitagliptin 50 MG Oral Tablet
40164892,861771,PR00,metformin hydrochloride 1000 MG / sitagliptin 50 MG Oral Tablet [Janumet]
40164893,861770,PR00,metformin hydrochloride 1000 MG / sitagliptin 50 MG [Janumet]
40164894,860999,PR00,metformin hydrochloride 1000 MG Extended Release Oral Tablet
40164895,861000,PR00,metformin hydrochloride 1000 MG Extended Release Oral Tablet [Fortamet]
40164896,861016,PR00,metformin hydrochloride 1000 MG Extended Release Oral Tablet [Glumetza]
40164897,861004,PR00,metformin hydrochloride 1000 MG Oral Tablet
40164898,861006,PR00,metformin hydrochloride 1000 MG Oral Tablet [Glucophage]
40164899,860997,PR00,metformin hydrochloride 1000 MG [Fortamet]
40164900,861005,PR00,metformin hydrochloride 1000 MG [Glucophage]
40164901,861014,PR00,metformin hydrochloride 1000 MG [Glumetza]
40164902,861730,PR00,metformin hydrochloride 250 MG
40164903,860974,PR00,metformin hydrochloride 500 MG
40164904,861783,PR00,metformin hydrochloride 500 MG / pioglitazone 15 MG Oral Tablet
40164905,861785,PR00,metformin hydrochloride 500 MG / pioglitazone 15 MG Oral Tablet [Actoplus Met]
40164906,861784,PR00,metformin hydrochloride 500 MG / pioglitazone 15 MG [Actoplus Met]
40164907,861787,PR00,metformin hydrochloride 500 MG / repaglinide 1 MG Oral Tablet
40164908,861789,PR00,metformin hydrochloride 500 MG / repaglinide 1 MG Oral Tablet [PrandiMet]
40164909,861788,PR00,metformin hydrochloride 500 MG / repaglinide 1 MG [PrandiMet]
40164910,861790,PR00,metformin hydrochloride 500 MG / repaglinide 2 MG Oral Tablet
40164911,861792,PR00,metformin hydrochloride 500 MG / repaglinide 2 MG Oral Tablet [PrandiMet]
40164912,861791,PR00,metformin hydrochloride 500 MG / repaglinide 2 MG [PrandiMet]
40164913,861795,PR00,metformin hydrochloride 500 MG / rosiglitazone 1 MG Oral Tablet
40164914,861797,PR00,metformin hydrochloride 500 MG / rosiglitazone 1 MG Oral Tablet [Avandamet]
40164915,861796,PR00,metformin hydrochloride 500 MG / rosiglitazone 1 MG [Avandamet]
40164916,861806,PR00,metformin hydrochloride 500 MG / rosiglitazone 2 MG Oral Tablet
40164917,861808,PR00,metformin hydrochloride 500 MG / rosiglitazone 2 MG Oral Tablet [Avandamet]
40164918,861807,PR00,metformin hydrochloride 500 MG / rosiglitazone 2 MG [Avandamet]
40164919,861816,PR00,metformin hydrochloride 500 MG / rosiglitazone 4 MG Oral Tablet
40164920,861818,PR00,metformin hydrochloride 500 MG / rosiglitazone 4 MG Oral Tablet [Avandamet]
40164921,861817,PR00,metformin hydrochloride 500 MG / rosiglitazone 4 MG [Avandamet]
40164922,861819,PR00,metformin hydrochloride 500 MG / sitagliptin 50 MG Oral Tablet
40164923,861821,PR00,metformin hydrochloride 500 MG / sitagliptin 50 MG Oral Tablet [Janumet]
40164924,861820,PR00,metformin hydrochloride 500 MG / sitagliptin 50 MG [Janumet]
40164925,860978,PR00,metformin hydrochloride 500 MG Extended Release Oral Tablet
40164926,861003,PR00,metformin hydrochloride 500 MG Extended Release Oral Tablet [Fortamet]
40164927,860979,PR00,metformin hydrochloride 500 MG Extended Release Oral Tablet [Glucophage]
40164928,861019,PR00,metformin hydrochloride 500 MG Extended Release Oral Tablet [Glumetza]
40164929,861007,PR00,metformin hydrochloride 500 MG Oral Tablet
40164930,861008,PR00,metformin hydrochloride 500 MG Oral Tablet [Glucophage]
40164931,861001,PR00,metformin hydrochloride 500 MG [Fortamet]
40164932,860976,PR00,metformin hydrochloride 500 MG [Glucophage]
40164933,861017,PR00,metformin hydrochloride 500 MG [Glumetza]
40164934,861020,PR00,metformin hydrochloride 625 MG
40164935,861021,PR00,metformin hydrochloride 625 MG Oral Tablet
40164936,861023,PR00,metformin hydrochloride 625 MG Oral Tablet [Glucophage]
40164937,861022,PR00,metformin hydrochloride 625 MG [Glucophage]
40164938,860980,PR00,metformin hydrochloride 750 MG
40164939,860984,PR00,metformin hydrochloride 750 MG Extended Release Oral Tablet
40164940,860985,PR00,metformin hydrochloride 750 MG Extended Release Oral Tablet [Glucophage]
40164941,860982,PR00,metformin hydrochloride 750 MG [Glucophage]
40164942,861009,PR00,metformin hydrochloride 850 MG
40164943,861822,PR00,metformin hydrochloride 850 MG / pioglitazone 15 MG Oral Tablet
40164944,861824,PR00,metformin hydrochloride 850 MG / pioglitazone 15 MG Oral Tablet [Actoplus Met]
40164945,861823,PR00,metformin hydrochloride 850 MG / pioglitazone 15 MG [Actoplus Met]
40164946,861010,PR00,metformin hydrochloride 850 MG Oral Tablet
40164947,861012,PR00,metformin hydrochloride 850 MG Oral Tablet [Glucophage]
40164948,861011,PR00,metformin hydrochloride 850 MG [Glucophage]
40165969,861731,PR00,glipizide 2.5 MG / metformin hydrochloride 250 MG Oral Tablet
40165970,861733,PR00,glipizide 2.5 MG / metformin hydrochloride 250 MG Oral Tablet [Metaglip]
40165971,861732,PR00,glipizide 2.5 MG / metformin hydrochloride 250 MG [Metaglip]
40165972,861736,PR00,glipizide 2.5 MG / metformin hydrochloride 500 MG Oral Tablet
40165973,861738,PR00,glipizide 2.5 MG / metformin hydrochloride 500 MG Oral Tablet [Metaglip]
40165974,861737,PR00,glipizide 2.5 MG / metformin hydrochloride 500 MG [Metaglip]
40165975,861740,PR00,glipizide 5 MG / metformin hydrochloride 500 MG Oral Tablet
40165976,861742,PR00,glipizide 5 MG / metformin hydrochloride 500 MG Oral Tablet [Metaglip]
40165977,861741,PR00,glipizide 5 MG / metformin hydrochloride 500 MG [Metaglip]
40165993,861756,PR00,glyburide / metformin Oral Tablet [Glucovance]
40165994,861743,PR00,glyburide 1.25 MG / metformin hydrochloride 250 MG Oral Tablet
40165995,861747,PR00,glyburide 1.25 MG / metformin hydrochloride 250 MG Oral Tablet [Glucovance]
40165996,861745,PR00,glyburide 1.25 MG / metformin hydrochloride 250 MG [Glucovance]
40165997,861748,PR00,glyburide 2.5 MG / metformin hydrochloride 500 MG Oral Tablet
40165998,861752,PR00,glyburide 2.5 MG / metformin hydrochloride 500 MG Oral Tablet [Glucovance]
40166001,861750,PR00,glyburide 2.5 MG / metformin hydrochloride 500 MG [Glucovance]
40166002,861753,PR00,glyburide 5 MG / metformin hydrochloride 500 MG Oral Tablet
40166003,861757,PR00,glyburide 5 MG / metformin hydrochloride 500 MG Oral Tablet [Glucovance]
40166004,861755,PR00,glyburide 5 MG / metformin hydrochloride 500 MG [Glucovance]
40166035,857974,PR00,saxagliptin
40166036,858041,PR00,saxagliptin 2.5 MG
40166037,858042,PR00,saxagliptin 2.5 MG Oral Tablet
40166038,858044,PR00,saxagliptin 2.5 MG Oral Tablet [Onglyza]
40166039,858043,PR00,saxagliptin 2.5 MG [Onglyza]
40166040,858034,PR00,saxagliptin 5 MG
40166041,858036,PR00,saxagliptin 5 MG Oral Tablet
40166042,858040,PR00,saxagliptin 5 MG Oral Tablet [Onglyza]
40166043,858038,PR00,saxagliptin 5 MG [Onglyza]
40166044,858035,PR00,saxagliptin Oral Tablet
40166045,858039,PR00,saxagliptin Oral Tablet [Onglyza]
40166814,865568,PR00,24 HR glipizide 10 MG Extended Release Oral Tablet [Glucotrol]
40166815,865571,PR00,24 HR glipizide 2.5 MG Extended Release Oral Tablet [Glucotrol]
40166816,865573,PR00,24 HR glipizide 5 MG Extended Release Oral Tablet [Glucotrol]
40167189,875864,PR00,metformin hydrochloride 500 MG [Glucamet]
40167190,876009,PR00,metformin hydrochloride 500 MG [Orabet Metformin]
40167191,875865,PR00,metformin hydrochloride 850 MG [Glucamet]
40167192,876033,PR00,metformin hydrochloride 850 MG [Metforming]
40167193,876010,PR00,metformin hydrochloride 850 MG [Orabet Metformin]
40167634,865569,PR00,glipizide 10 MG Extended Release Oral Tablet [Glucotrol]
40167635,865572,PR00,glipizide 2.5 MG Extended Release Oral Tablet [Glucotrol]
40167636,865570,PR00,glipizide 2.5 MG [Glucotrol]
40167637,865574,PR00,glipizide 5 MG Extended Release Oral Tablet [Glucotrol]
40167638,865567,PR00,glipizide Extended Release Oral Tablet [Glucotrol]
40168368,881407,PR00,glyburide 1.5 MG Oral Tablet [Glynase]
40168369,881405,PR00,glyburide 1.5 MG [Glynase]
40168370,881409,PR00,glyburide 3 MG Oral Tablet [Glynase]
40168371,881408,PR00,glyburide 3 MG [Glynase]
40168374,881411,PR00,glyburide 6 MG Oral Tablet [Glynase]
40168375,881410,PR00,glyburide 6 MG [Glynase]
40168376,881406,PR00,glyburide Oral Tablet [Glynase]
40171448,899989,PR00,24 HR metformin hydrochloride 1000 MG / pioglitazone 15 MG Extended Release Oral Tablet
40171449,899993,PR00,24 HR metformin hydrochloride 1000 MG / pioglitazone 15 MG Extended Release Oral Tablet [Actoplus Met]
40171450,899996,PR00,24 HR metformin hydrochloride 1000 MG / pioglitazone 30 MG Extended Release Oral Tablet
40171451,900000,PR00,24 HR metformin hydrochloride 1000 MG / pioglitazone 30 MG Extended Release Oral Tablet [Actoplus Met]
40173226,899988,PR00,metformin / pioglitazone Extended Release Oral Tablet
40173227,899992,PR00,metformin / pioglitazone Extended Release Oral Tablet [Actoplus Met]
40173234,899994,PR00,metformin hydrochloride 1000 MG / pioglitazone 15 MG Extended Release Oral Tablet
40173235,899995,PR00,metformin hydrochloride 1000 MG / pioglitazone 15 MG Extended Release Oral Tablet [Actoplus Met]
40173236,899991,PR00,metformin hydrochloride 1000 MG / pioglitazone 15 MG [Actoplus Met]
40173237,900001,PR00,metformin hydrochloride 1000 MG / pioglitazone 30 MG Extended Release Oral Tablet
40173238,900002,PR00,metformin hydrochloride 1000 MG / pioglitazone 30 MG Extended Release Oral Tablet [Actoplus Met]
40173239,899998,PR00,metformin hydrochloride 1000 MG / pioglitazone 30 MG [Actoplus Met]
40176046,977566,PR00,metformin hydrochloride 850 MG Extended Release Oral Tablet
40220371,1807888,PR00,Modified 24 HR metformin hydrochloride 1000 MG Extended Release Oral Tablet
40220373,1807894,PR00,Osmotic 24 HR metformin hydrochloride 1000 MG Extended Release Oral Tablet
40220375,1807915,PR00,Modified 24 HR metformin hydrochloride 500 MG Extended Release Oral Tablet
40220376,1807917,PR00,Osmotic 24 HR metformin hydrochloride 500 MG Extended Release Oral Tablet
40229045,1043563,PR00,24 HR metformin hydrochloride 1000 MG / saxagliptin 2.5 MG Extended Release Oral Tablet
40229046,1043567,PR00,24 HR metformin hydrochloride 1000 MG / saxagliptin 2.5 MG Extended Release Oral Tablet [Kombiglyze]
40229047,1043570,PR00,24 HR metformin hydrochloride 1000 MG / saxagliptin 5 MG Extended Release Oral Tablet
40229048,1043574,PR00,24 HR metformin hydrochloride 1000 MG / saxagliptin 5 MG Extended Release Oral Tablet [Kombiglyze]
40229049,1043578,PR00,24 HR metformin hydrochloride 500 MG / saxagliptin 5 MG Extended Release Oral Tablet
40229050,1043582,PR00,24 HR metformin hydrochloride 500 MG / saxagliptin 5 MG Extended Release Oral Tablet [Kombiglyze]
40231387,1043561,PR00,metformin / saxagliptin Extended Release Oral Tablet
40231388,1043566,PR00,metformin / saxagliptin Extended Release Oral Tablet [Kombiglyze]
40231391,1043568,PR00,metformin hydrochloride 1000 MG / saxagliptin 2.5 MG Extended Release Oral Tablet
40231392,1043569,PR00,metformin hydrochloride 1000 MG / saxagliptin 2.5 MG Extended Release Oral Tablet [Kombiglyze]
40231393,1043565,PR00,metformin hydrochloride 1000 MG / saxagliptin 2.5 MG [Kombiglyze]
40231394,1043575,PR00,metformin hydrochloride 1000 MG / saxagliptin 5 MG Extended Release Oral Tablet
40231395,1043576,PR00,metformin hydrochloride 1000 MG / saxagliptin 5 MG Extended Release Oral Tablet [Kombiglyze]
40231396,1043572,PR00,metformin hydrochloride 1000 MG / saxagliptin 5 MG [Kombiglyze]
40231402,1043583,PR00,metformin hydrochloride 500 MG / saxagliptin 5 MG Extended Release Oral Tablet
40231403,1043584,PR00,metformin hydrochloride 500 MG / saxagliptin 5 MG Extended Release Oral Tablet [Kombiglyze]
40231404,1043580,PR00,metformin hydrochloride 500 MG / saxagliptin 5 MG [Kombiglyze]
40239216,1100699,PR00,linagliptin
40239217,1100700,PR00,linagliptin 5 MG
40239218,1100702,PR00,linagliptin 5 MG Oral Tablet
40239219,1100706,PR00,linagliptin 5 MG Oral Tablet [Tradjenta]
40239220,1100704,PR00,linagliptin 5 MG [Tradjenta]
40239221,1100701,PR00,linagliptin Oral Tablet
40239222,1100705,PR00,linagliptin Oral Tablet [Tradjenta]
40243622,1189802,PR00,simvastatin / sitagliptin Oral Tablet
40243624,1189811,PR00,simvastatin / sitagliptin Oral Tablet [Juvisync]
40243626,1189804,PR00,simvastatin 10 MG / sitagliptin 100 MG Oral Tablet
40243627,1189818,PR00,simvastatin 10 MG / sitagliptin 100 MG Oral Tablet [Juvisync]
40243628,1189806,PR00,simvastatin 10 MG / sitagliptin 100 MG [Juvisync]
40243629,1189808,PR00,simvastatin 20 MG / sitagliptin 100 MG Oral Tablet
40243630,1189814,PR00,simvastatin 20 MG / sitagliptin 100 MG Oral Tablet [Juvisync]
40243631,1189810,PR00,simvastatin 20 MG / sitagliptin 100 MG [Juvisync]
40243632,1189821,PR00,simvastatin 40 MG / sitagliptin 100 MG Oral Tablet
40243633,1189827,PR00,simvastatin 40 MG / sitagliptin 100 MG Oral Tablet [Juvisync]
40243634,1189823,PR00,simvastatin 40 MG / sitagliptin 100 MG [Juvisync]
41893074,315247,PR00,acarbose 25 MG
41894072,315107,PR00,24 HR glipizide 10 MG Extended Release Oral Tablet
41894578,332809,PR00,metformin 400 MG
41895786,315246,PR00,acarbose 100 MG
41896173,315248,PR00,acarbose 50 MG
41898128,331478,PR00,pioglitazone 30 MG
41929657,1664322,PR00,empagliflozin 12.5 MG
41933877,1189806,PR00,simvastatin 10 MG / sitagliptin 100 MG [Juvisync]
41934394,1161611,PR00,metformin Pill
41935529,1243833,PR00,24 HR metformin hydrochloride 1000 MG / sitagliptin 100 MG Extended Release Oral Tablet [Janumet]
41939328,1043582,PR00,24 HR metformin hydrochloride 500 MG / saxagliptin 5 MG Extended Release Oral Tablet [Kombiglyze]
41940425,153844,PR00,glimepiride 3 MG Oral Tablet [Amaryl]
41942456,1664319,PR00,Synjardy Oral Product
41943487,1164670,PR00,linagliptin Oral Product
41944660,105372,PR00,glyburide 5 MG Oral Tablet [Calabren]
41944770,1167811,PR00,Janumet Pill
41944889,1167815,PR00,Januvia Pill
41950144,1361492,PR00,glimepiride 6 MG
41950491,1664321,PR00,empagliflozin 5 MG / metformin hydrochloride 500 MG Oral Tablet [Synjardy]
41950806,1161610,PR00,metformin Oral Product
41954864,1664323,PR00,empagliflozin 12.5 MG / metformin hydrochloride 500 MG Oral Tablet
41955592,1171997,PR00,Humulin Injectable Product
41956741,153845,PR00,glimepiride 4 MG Oral Tablet [Amaryl]
41957400,1664320,PR00,Synjardy Pill
41957644,105373,PR00,glipizide 5 MG Oral Tablet [Minidiab]
41959197,1862102,PR00,"{60 (insulin, regular, human 12 UNT Inhalation Powder [Afrezza]) / 60 (insulin, regular, human 4 UNT Inhalation Powder [Afrezza]) / 60 (insulin, regular, human 8 UNT Inhalation Powder [Afrezza]) } Pack [Afrezza 180 Titration Pack- 60 (4 UNT), 60 (8 UNT..."
41960206,1664326,PR00,empagliflozin 5 MG / metformin hydrochloride 1000 MG Oral Tablet
41961851,1159663,PR00,sitagliptin Pill
41961973,1243826,PR00,metformin / sitagliptin Extended Release Oral Tablet
41962188,108407,PR00,"insulin isophane, human 50 UNT/ML / insulin, regular, human 50 UNT/ML Injectable Suspension [Humulin]"
41962785,1368398,PR00,alogliptin 12.5 MG / metformin hydrochloride 500 MG Oral Tablet [Kazano]
41964345,1368385,PR00,alogliptin 12.5 MG / metformin hydrochloride 1000 MG Oral Tablet
41974453,30009,PR00,miglitol
41989176,310539,PR00,glyburide 6 MG Oral Tablet
42023261,340327,PR00,"insulin, regular, human 500 UNT/ML"
42023773,343258,PR00,"insulin, regular, human 50 UNT/ML"
42027984,340326,PR00,"insulin, regular, human 40 UNT/ML"
42031211,368254,PR00,metformin Oral Tablet [Glucophage]
42032916,1731315,PR00,"3 ML insulin, regular, human 500 UNT/ML Pen Injector"
42033462,1731319,PR00,"insulin, regular, human 500 UNT/ML Pen Injector [Humulin R]"
42033477,1731316,PR00,"insulin, regular, human Pen Injector [Humulin R]"
42033521,1731318,PR00,"insulin, regular, human 500 UNT/ML Pen Injector"
42609321,2677157,PR00,metformin hydrochloride 1000 MG / sitagliptin 50 MG [Zituvimet]
42609322,2677158,PR00,Zituvimet Oral Product
42609323,2677159,PR00,Zituvimet Pill
42609324,2677160,PR00,metformin / sitagliptin Oral Tablet [Zituvimet]
42609325,2677162,PR00,metformin hydrochloride 1000 MG / sitagliptin 50 MG Oral Tablet [Zituvimet]
42609326,2677163,PR00,metformin hydrochloride 500 MG / sitagliptin 50 MG [Zituvimet]
42609327,2677164,PR00,metformin hydrochloride 500 MG / sitagliptin 50 MG Oral Tablet [Zituvimet]
42705856,1243015,PR00,linagliptin 2.5 MG
42705857,1243018,PR00,linagliptin / metformin Oral Tablet
42705859,1243022,PR00,linagliptin 2.5 MG / metformin hydrochloride 1000 MG [Jentadueto]
42705862,1243029,PR00,linagliptin 2.5 MG / metformin hydrochloride 500 MG [Jentadueto]
42705865,1243036,PR00,linagliptin 2.5 MG / metformin hydrochloride 850 MG [Jentadueto]
42705866,1243037,PR00,linagliptin / metformin Oral Tablet [Jentadueto]
42705988,1243826,PR00,metformin / sitagliptin Extended Release Oral Tablet
42705990,1243829,PR00,metformin hydrochloride 1000 MG / sitagliptin 100 MG [Janumet]
42705992,1243839,PR00,metformin / sitagliptin Extended Release Oral Tablet [Janumet]
42708086,1243020,PR00,linagliptin 2.5 MG / metformin hydrochloride 1000 MG Oral Tablet
42708087,1243026,PR00,linagliptin 2.5 MG / metformin hydrochloride 1000 MG Oral Tablet [Jentadueto]
42708088,1243027,PR00,linagliptin 2.5 MG / metformin hydrochloride 500 MG Oral Tablet
42708089,1243033,PR00,linagliptin 2.5 MG / metformin hydrochloride 500 MG Oral Tablet [Jentadueto]
42708090,1243034,PR00,linagliptin 2.5 MG / metformin hydrochloride 850 MG Oral Tablet
42708091,1243040,PR00,linagliptin 2.5 MG / metformin hydrochloride 850 MG Oral Tablet [Jentadueto]
42708166,1243827,PR00,24 HR metformin hydrochloride 1000 MG / sitagliptin 100 MG Extended Release Oral Tablet
42708167,1243833,PR00,24 HR metformin hydrochloride 1000 MG / sitagliptin 100 MG Extended Release Oral Tablet [Janumet]
42708168,1243834,PR00,metformin hydrochloride 1000 MG / sitagliptin 100 MG Extended Release Oral Tablet
42708169,1243835,PR00,metformin hydrochloride 1000 MG / sitagliptin 100 MG Extended Release Oral Tablet [Janumet]
42708170,1243842,PR00,24 HR metformin hydrochloride 1000 MG / sitagliptin 50 MG Extended Release Oral Tablet
42708171,1243843,PR00,24 HR metformin hydrochloride 1000 MG / sitagliptin 50 MG Extended Release Oral Tablet [Janumet]
42708172,1243844,PR00,metformin hydrochloride 1000 MG / sitagliptin 50 MG Extended Release Oral Tablet
42708173,1243845,PR00,metformin hydrochloride 1000 MG / sitagliptin 50 MG Extended Release Oral Tablet [Janumet]
42708174,1243846,PR00,24 HR metformin hydrochloride 500 MG / sitagliptin 50 MG Extended Release Oral Tablet
42708175,1243848,PR00,24 HR metformin hydrochloride 500 MG / sitagliptin 50 MG Extended Release Oral Tablet [Janumet]
42708176,1243849,PR00,metformin hydrochloride 500 MG / sitagliptin 50 MG Extended Release Oral Tablet
42708177,1243850,PR00,metformin hydrochloride 500 MG / sitagliptin 50 MG Extended Release Oral Tablet [Janumet]
42900896,1312411,PR00,simvastatin 10 MG / sitagliptin 50 MG [Juvisync]
42900899,1312418,PR00,simvastatin 20 MG / sitagliptin 50 MG [Juvisync]
42900902,1312425,PR00,simvastatin 40 MG / sitagliptin 50 MG [Juvisync]
42901618,1312409,PR00,simvastatin 10 MG / sitagliptin 50 MG Oral Tablet
42901619,1312415,PR00,simvastatin 10 MG / sitagliptin 50 MG Oral Tablet [Juvisync]
42901620,1312416,PR00,simvastatin 20 MG / sitagliptin 50 MG Oral Tablet
42901621,1312422,PR00,simvastatin 20 MG / sitagliptin 50 MG Oral Tablet [Juvisync]
42901622,1312423,PR00,simvastatin 40 MG / sitagliptin 50 MG Oral Tablet
42901623,1312429,PR00,simvastatin 40 MG / sitagliptin 50 MG Oral Tablet [Juvisync]
42902607,1359720,PR00,"insulin isophane, human 70 UNT/ML / insulin, regular, human 30 UNT/ML Prefilled Syringe [Humulin]"
42903059,1360172,PR00,"insulin isophane, human 70 UNT/ML / insulin, regular, human 30 UNT/ML Prefilled Syringe"
